Tiempo [s]/	Frecuencia [Hz]	/	Intesidad [dB] 	/	Formante 1 [Hz]	/	Formante 2 [Hz]	/	Formante 3 [Hz]
2.8310    /	233.04         	/	72.12          	/	701.60         	/	1468.18        	/	2830.81        
2.8410    /	233.31         	/	72.29          	/	716.03         	/	1473.52        	/	2900.81        
2.8510    /	233.29         	/	72.52          	/	743.96         	/	1485.64        	/	2898.34        
2.8610    /	232.95         	/	72.61          	/	774.27         	/	1505.04        	/	2871.24        
2.8710    /	233.00         	/	72.60          	/	775.98         	/	1508.06        	/	2870.40        
2.8810    /	233.09         	/	72.51          	/	757.19         	/	1497.47        	/	2851.73        
2.8910    /	232.91         	/	72.36          	/	747.83         	/	1490.54        	/	2895.09        
2.9010    /	233.00         	/	72.20          	/	741.94         	/	1487.68        	/	2905.89        
2.9110    /	233.06         	/	72.06          	/	741.75         	/	1472.17        	/	2847.78        
2.9210    /	233.10         	/	71.95          	/	715.06         	/	1460.40        	/	2837.96        
2.9310    /	233.22         	/	71.93          	/	728.49         	/	1471.23        	/	2832.14        
2.9410    /	233.64         	/	71.98          	/	724.43         	/	1464.43        	/	2843.00        
2.9510    /	234.22         	/	72.05          	/	700.27         	/	1442.91        	/	2886.87        
2.9610    /	234.82         	/	72.18          	/	719.24         	/	1444.15        	/	2804.32        
2.9710    /	235.29         	/	72.26          	/	730.97         	/	1433.18        	/	2829.48        
2.9810    /	235.26         	/	72.35          	/	714.58         	/	1420.67        	/	2834.77        
2.9910    /	234.54         	/	72.47          	/	709.11         	/	1429.77        	/	2955.28        
3.0010    /	233.25         	/	72.47          	/	704.72         	/	1429.33        	/	3133.37        
3.0110    /	231.32         	/	71.75          	/	655.17         	/	1340.95        	/	2959.71        
3.0210    /	228.95         	/	69.20          	/	584.63         	/	1277.95        	/	2771.47        
3.0310    /	228.63         	/	65.26          	/	330.61         	/	1278.13        	/	2704.26        
3.0410    /	245.84         	/	63.19          	/	271.68         	/	1334.73        	/	2543.57        
3.0510    /	245.63         	/	59.71          	/	281.30         	/	1513.61        	/	2597.21        
3.0610    /	nan            	/	53.88          	/	nan            	/	nan            	/	nan            
3.0710    /	nan            	/	47.78          	/	nan            	/	nan            	/	nan            
3.0810    /	nan            	/	43.84          	/	nan            	/	nan            	/	nan            
3.0910    /	nan            	/	42.29          	/	nan            	/	nan            	/	nan            
3.1010    /	nan            	/	39.88          	/	nan            	/	nan            	/	nan            
3.1110    /	nan            	/	37.94          	/	nan            	/	nan            	/	nan            
3.1210    /	nan            	/	36.12          	/	nan            	/	nan            	/	nan            
3.1310    /	nan            	/	35.25          	/	nan            	/	nan            	/	nan            
3.1410    /	nan            	/	35.46          	/	nan            	/	nan            	/	nan            
3.1510    /	nan            	/	36.24          	/	nan            	/	nan            	/	nan            
3.1610    /	nan            	/	34.84          	/	nan            	/	nan            	/	nan            
3.1710    /	nan            	/	32.88          	/	nan            	/	nan            	/	nan            
3.1810    /	nan            	/	32.72          	/	nan            	/	nan            	/	nan            
3.1910    /	nan            	/	32.94          	/	nan            	/	nan            	/	nan            
3.2010    /	nan            	/	33.14          	/	nan            	/	nan            	/	nan            
3.2110    /	nan            	/	33.05          	/	nan            	/	nan            	/	nan            
3.2210    /	nan            	/	33.60          	/	nan            	/	nan            	/	nan            
3.2310    /	nan            	/	34.06          	/	nan            	/	nan            	/	nan            
3.2410    /	nan            	/	33.72          	/	nan            	/	nan            	/	nan            
3.2510    /	nan            	/	34.11          	/	nan            	/	nan            	/	nan            
3.2610    /	nan            	/	34.76          	/	nan            	/	nan            	/	nan            
